card_id,ind,url
104053130,1,https://avcdn.av.by/advertbig/0001/8819/3452.jpg
104053130,2,https://avcdn.av.by/advertbig/0001/8819/3424.jpg
104053130,3,https://avcdn.av.by/advertbig/0001/8819/4199.jpg
104053130,4,https://avcdn.av.by/advertbig/0001/8819/4134.jpg
104053130,5,https://avcdn.av.by/advertbig/0001/8819/3414.jpg
104053130,6,https://avcdn.av.by/advertbig/0001/8819/3429.jpg
104053130,7,https://avcdn.av.by/advertbig/0001/8819/3439.jpg
104053130,8,https://avcdn.av.by/advertbig/0001/8819/3444.jpg
104053130,9,https://avcdn.av.by/advertbig/0001/8819/3462.jpg
104053130,10,https://avcdn.av.by/advertbig/0001/8819/3469.jpg
104053130,11,https://avcdn.av.by/advertbig/0001/8819/3459.jpg
104053130,12,https://avcdn.av.by/advertbig/0001/8819/4129.jpg
104053130,13,https://avcdn.av.by/advertbig/0001/8819/4144.jpg
104053130,14,https://avcdn.av.by/advertbig/0001/8819/4149.jpg
104053130,15,https://avcdn.av.by/advertbig/0001/8819/4169.jpg
104053130,16,https://avcdn.av.by/advertbig/0001/8819/4204.jpg
104053130,17,https://avcdn.av.by/advertbig/0001/8819/4179.jpg
104053130,18,https://avcdn.av.by/advertbig/0001/8819/4164.jpg
104053130,19,https://avcdn.av.by/advertbig/0001/8819/4159.jpg
104053130,20,https://avcdn.av.by/advertbig/0001/8819/4189.jpg
104053130,21,https://avcdn.av.by/advertbig/0001/8819/4194.jpg
104053130,22,https://avcdn.av.by/advertbig/0001/9004/4407.jpg
104191743,1,https://avcdn.av.by/advertbig/0001/9005/7332.jpg
104191743,2,https://avcdn.av.by/advertbig/0001/9005/7322.jpg
104191743,3,https://avcdn.av.by/advertbig/0001/9005/7317.jpg
104191743,4,https://avcdn.av.by/advertbig/0001/9005/7337.jpg
104191743,5,https://avcdn.av.by/advertbig/0001/9005/7342.jpg
104191743,6,https://avcdn.av.by/advertbig/0001/9005/7347.jpg
104191743,7,https://avcdn.av.by/advertbig/0001/9005/7327.jpg
104191743,8,https://avcdn.av.by/advertbig/0001/9005/7312.jpg
104191743,9,https://avcdn.av.by/advertbig/0001/9005/7412.jpg
104191743,10,https://avcdn.av.by/advertbig/0001/9005/7407.jpg
104191743,11,https://avcdn.av.by/advertbig/0001/9005/7362.jpg
104191743,12,https://avcdn.av.by/advertbig/0001/9005/7397.jpg
104191743,13,https://avcdn.av.by/advertbig/0001/9005/7387.jpg
104191743,14,https://avcdn.av.by/advertbig/0001/9005/7377.jpg
104191743,15,https://avcdn.av.by/advertbig/0001/9005/7367.jpg
104191743,16,https://avcdn.av.by/advertbig/0001/9005/7357.jpg
104191743,17,https://avcdn.av.by/advertbig/0001/9005/7392.jpg
104191743,18,https://avcdn.av.by/advertbig/0001/9005/7352.jpg
104191743,19,https://avcdn.av.by/advertbig/0001/9005/7372.jpg
104191743,20,https://avcdn.av.by/advertbig/0001/9005/7382.jpg
103433603,1,https://avcdn.av.by/advertbig/0001/7672/1815.jpg
103433603,2,https://avcdn.av.by/advertbig/0001/7672/1790.jpg
103433603,3,https://avcdn.av.by/advertbig/0001/7672/1810.jpg
103433603,4,https://avcdn.av.by/advertbig/0001/7672/1820.jpg
103433603,5,https://avcdn.av.by/advertbig/0001/6759/3389.jpg
103433603,6,https://avcdn.av.by/advertbig/0001/6759/3429.jpg
103433603,7,https://avcdn.av.by/advertbig/0001/6759/3404.jpg
103433603,8,https://avcdn.av.by/advertbig/0001/6759/3424.jpg
103433603,9,https://avcdn.av.by/advertbig/0001/6759/3414.jpg
103433603,10,https://avcdn.av.by/advertbig/0001/6759/3419.jpg
103433603,11,https://avcdn.av.by/advertbig/0001/6759/3409.jpg
103433603,12,https://avcdn.av.by/advertbig/0001/6759/3399.jpg
103433603,13,https://avcdn.av.by/advertbig/0001/6759/3384.jpg
103433603,14,https://avcdn.av.by/advertbig/0001/7672/1775.jpg
103433603,15,https://avcdn.av.by/advertbig/0001/7672/1795.jpg
103433603,16,https://avcdn.av.by/advertbig/0001/7672/1785.jpg
103433603,17,https://avcdn.av.by/advertbig/0001/7672/1800.jpg
103433603,18,https://avcdn.av.by/advertbig/0001/7672/1805.jpg
103462231,1,https://avcdn.av.by/advertbig/0001/8303/5383.jpg
103462231,2,https://avcdn.av.by/advertbig/0001/6936/8531.jpg
103462231,3,https://avcdn.av.by/advertbig/0001/6843/1140.jpg
103462231,4,https://avcdn.av.by/advertbig/0001/6843/1135.jpg
103462231,5,https://avcdn.av.by/advertbig/0001/6843/1151.jpg
103462231,6,https://avcdn.av.by/advertbig/0001/6843/1145.jpg
103462231,7,https://avcdn.av.by/advertbig/0001/6843/1125.jpg
103462231,8,https://avcdn.av.by/advertbig/0001/6843/1120.jpg
103462231,9,https://avcdn.av.by/advertbig/0001/6843/1130.jpg
104191706,1,https://avcdn.av.by/advertbig/0001/9005/5417.jpg
104191706,2,https://avcdn.av.by/advertbig/0001/9005/5422.jpg
104191706,3,https://avcdn.av.by/advertbig/0001/9005/5472.jpg
104191706,4,https://avcdn.av.by/advertbig/0001/9005/5542.jpg
104191706,5,https://avcdn.av.by/advertbig/0001/9005/5552.jpg
104191706,6,https://avcdn.av.by/advertbig/0001/9005/5557.jpg
104191706,7,https://avcdn.av.by/advertbig/0001/9005/5562.jpg
104191706,8,https://avcdn.av.by/advertbig/0001/9005/5607.jpg
104191706,9,https://avcdn.av.by/advertbig/0001/9005/5612.jpg
104191706,10,https://avcdn.av.by/advertbig/0001/9005/5712.jpg
104191706,11,https://avcdn.av.by/advertbig/0001/9005/5742.jpg
104191706,12,https://avcdn.av.by/advertbig/0001/9005/5747.jpg
104191706,13,https://avcdn.av.by/advertbig/0001/9005/5757.jpg
104191706,14,https://avcdn.av.by/advertbig/0001/9005/5767.jpg
104191706,15,https://avcdn.av.by/advertbig/0001/9005/5837.jpg
104191706,16,https://avcdn.av.by/advertbig/0001/9005/5902.jpg
104191706,17,https://avcdn.av.by/advertbig/0001/9005/5932.jpg
104191706,18,https://avcdn.av.by/advertbig/0001/9005/5937.jpg
104191706,19,https://avcdn.av.by/advertbig/0001/9005/6002.jpg
104191706,20,https://avcdn.av.by/advertbig/0001/9005/6013.jpg
104191706,21,https://avcdn.av.by/advertbig/0001/9005/6027.jpg
104191706,22,https://avcdn.av.by/advertbig/0001/9005/6052.jpg
104191706,23,https://avcdn.av.by/advertbig/0001/9005/6152.jpg
104191706,24,https://avcdn.av.by/advertbig/0001/9005/6162.jpg
104191706,25,https://avcdn.av.by/advertbig/0001/9005/6267.jpg
104191706,26,https://avcdn.av.by/advertbig/0001/9005/6282.jpg
104191706,27,https://avcdn.av.by/advertbig/0001/9005/6292.jpg
104191706,28,https://avcdn.av.by/advertbig/0001/9005/6372.jpg
104191706,29,https://avcdn.av.by/advertbig/0001/9005/6422.jpg
104191706,30,https://avcdn.av.by/advertbig/0001/9005/6527.jpg
104174962,1,https://avcdn.av.by/advertbig/0001/8950/0954.jpg
104174962,2,https://avcdn.av.by/advertbig/0001/8950/0964.jpg
104174962,3,https://avcdn.av.by/advertbig/0001/8950/0989.jpg
104174962,4,https://avcdn.av.by/advertbig/0001/8950/1079.jpg
104174962,5,https://avcdn.av.by/advertbig/0001/8950/1139.jpg
104174962,6,https://avcdn.av.by/advertbig/0001/8950/1164.jpg
104174962,7,https://avcdn.av.by/advertbig/0001/8950/1179.jpg
104174962,8,https://avcdn.av.by/advertbig/0001/8950/1194.jpg
104174962,9,https://avcdn.av.by/advertbig/0001/8950/1224.jpg
104174962,10,https://avcdn.av.by/advertbig/0001/8950/1304.jpg
104174962,11,https://avcdn.av.by/advertbig/0001/8950/1334.jpg
104174962,12,https://avcdn.av.by/advertbig/0001/8950/1364.jpg
104174962,13,https://avcdn.av.by/advertbig/0001/8950/1379.jpg
104174962,14,https://avcdn.av.by/advertbig/0001/8950/1394.jpg
104174962,15,https://avcdn.av.by/advertbig/0001/8950/1424.jpg
104174962,16,https://avcdn.av.by/advertbig/0001/8950/1439.jpg
104174962,17,https://avcdn.av.by/advertbig/0001/8950/1469.jpg
104174962,18,https://avcdn.av.by/advertbig/0001/8950/1474.jpg
104174962,19,https://avcdn.av.by/advertbig/0001/8950/1484.jpg
104174962,20,https://avcdn.av.by/advertbig/0001/8950/1489.jpg
104174962,21,https://avcdn.av.by/advertbig/0001/8950/1514.jpg
104174962,22,https://avcdn.av.by/advertbig/0001/8950/1539.jpg
104174962,23,https://avcdn.av.by/advertbig/0001/8950/1574.jpg
104174962,24,https://avcdn.av.by/advertbig/0001/8950/1764.jpg
104174962,25,https://avcdn.av.by/advertbig/0001/8950/1809.jpg
104174962,26,https://avcdn.av.by/advertbig/0001/8950/1819.jpg
104174962,27,https://avcdn.av.by/advertbig/0001/8950/1839.jpg
104174962,28,https://avcdn.av.by/advertbig/0001/8950/1874.jpg
104174962,29,https://avcdn.av.by/advertbig/0001/8950/1999.jpg
104191569,1,https://avcdn.av.by/advertbig/0001/9004/8827.jpg
104191569,2,https://avcdn.av.by/advertbig/0001/9004/8842.jpg
104191569,3,https://avcdn.av.by/advertbig/0001/9004/8847.jpg
104191569,4,https://avcdn.av.by/advertbig/0001/9004/8837.jpg
104191569,5,https://avcdn.av.by/advertbig/0001/9004/8832.jpg
104191569,6,https://avcdn.av.by/advertbig/0001/9004/8767.jpg
104191569,7,https://avcdn.av.by/advertbig/0001/9004/8817.jpg
104191569,8,https://avcdn.av.by/advertbig/0001/9004/8792.jpg
104191569,9,https://avcdn.av.by/advertbig/0001/9004/8812.jpg
104191569,10,https://avcdn.av.by/advertbig/0001/9004/8797.jpg
104191569,11,https://avcdn.av.by/advertbig/0001/9004/8802.jpg
104191569,12,https://avcdn.av.by/advertbig/0001/9004/8822.jpg
104191569,13,https://avcdn.av.by/advertbig/0001/9004/8747.jpg
104191569,14,https://avcdn.av.by/advertbig/0001/9004/8782.jpg
104191569,15,https://avcdn.av.by/advertbig/0001/9004/8757.jpg
104191569,16,https://avcdn.av.by/advertbig/0001/9004/8772.jpg
104191569,17,https://avcdn.av.by/advertbig/0001/9004/8742.jpg
104191569,18,https://avcdn.av.by/advertbig/0001/9004/8762.jpg
104191569,19,https://avcdn.av.by/advertbig/0001/9004/9237.jpg
104191569,20,https://avcdn.av.by/advertbig/0001/9004/9232.jpg
101923043,1,https://avcdn.av.by/advertbig/0001/2520/5609.jpg
101923043,2,https://avcdn.av.by/advertbig/0001/2520/5619.jpg
101923043,3,https://avcdn.av.by/advertbig/0001/2520/5689.jpg
101923043,4,https://avcdn.av.by/advertbig/0001/2520/6104.jpg
101923043,5,https://avcdn.av.by/advertbig/0001/2520/6114.jpg
101923043,6,https://avcdn.av.by/advertbig/0001/2520/6109.jpg
101923043,7,https://avcdn.av.by/advertbig/0001/2520/6189.jpg
101923043,8,https://avcdn.av.by/advertbig/0001/2520/6184.jpg
101923043,9,https://avcdn.av.by/advertbig/0001/2520/6354.jpg
101923043,10,https://avcdn.av.by/advertbig/0001/2520/6359.jpg
101923043,11,https://avcdn.av.by/advertbig/0001/2520/6634.jpg
101923043,12,https://avcdn.av.by/advertbig/0001/2520/7454.jpg
